! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! AeroElasticSE FAST driver
! Generated from FAST_writer.py which accounts for different ctrl values (i.e. flap deflections) or Re and outputs this AD file with multiple tables
! note that this file uses Marshall Buhl's new input file processing; start all comment lines with ! 
! ------------------------------------------------------------------------------
DEFAULT                  InterpOrd   ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
1                        NonDimArea  ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
@"AF25_Coords.txt"       NumCoords   ! The number of coordinates in the airfoil shape file. Set to zero if coordinates not included.
1                        NumTabs     ! Number of airfoil tables in this file.  Each table must have lines for Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1 
! ------------------------------------------------------------------------------
0.750000                 Re          ! Reynolds number in millions
0.000000                 Ctrl        ! Control setting (must be 0 for current AirfoilInfo)
True                     InclUAdata  ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
-3.065670                alpha0      ! 0-lift angle of attack, depends on airfoil.
13.252514                alpha1      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
-13.252514               alpha2      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
1.000000                 eta_e       ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
7.945977                 C_nalpha    ! Slope of the 2D normal force coefficient curve. (1/rad)
Default                  T_f0        ! Initial value of the time constant associated with Df in the expression of Df and f. [default = 3]
Default                  T_V0        ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
Default                  T_p         ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
Default                  T_VL        ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
Default                  b1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
Default                  b2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
Default                  b5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
Default                  A1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
Default                  A2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
Default                  A5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
0.000000                 S1          ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S2          ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S3          ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S4          ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
1.825721                 Cn1         ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
-1.184296                Cn2         ! As Cn1 for negative AOAs.
Default                  St_sh       ! Strouhal's shedding frequency constant.  [default = 0.19]
0.006585                 Cd0         ! 2D drag coefficient value at 0-lift.
-0.098139                Cm0         ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
0.000000                 k0          ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
0.000000                 k1          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k2          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k3          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k1_hat      ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
Default                  x_cp_bar    ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
Default                  UACutout    ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
Default                  filtCutOff  ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
210                      NumAlf      ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
-1.80000000000000e+02  2.37519233261322e-04  1.01803195020356e-03 -1.79976649877425e-07
-1.69996577815315e+02  4.74189064020800e-01  9.70014660293799e-04  3.90553612590874e-01
-1.60027112180039e+02  9.42311279040585e-01  3.92586358916909e-02  5.71046182369926e-01
-1.50000350765250e+02  1.04681426595219e+00  2.49498428337343e-01  5.41449376500063e-01
-1.39973589350460e+02  9.08306844093678e-01  5.10896235708583e-01  4.76430419694719e-01
-1.30004123715184e+02  7.32158171539387e-01  7.85831583284770e-01  4.61200472705742e-01
-1.19977362300394e+02  5.54951337024273e-01  1.05209372501691e+00  4.68567500916659e-01
-1.10007896665118e+02  3.75899633130544e-01  1.27371917904290e+00  4.78393465841372e-01
-9.99811352503287e+01  1.90959592270157e-01  1.42847784588496e+00  4.84579200291131e-01
-9.00116696150523e+01  3.62506150051511e-03  1.49988886736558e+00  4.72484968055251e-01
-7.99849082002629e+01 -1.86026363739315e-01  1.42869913932261e+00  4.32137703575510e-01
-7.00154425649866e+01 -3.73613353536769e-01  1.27301512210418e+00  3.80721436766164e-01
-5.99886811501972e+01 -5.59061214280689e-01  1.05136223022176e+00  3.27141493231879e-01
-5.00020267810669e+01 -7.38339301160195e-01  7.87732662329378e-01  2.75063551604008e-01
-3.99981836780828e+01 -9.10270153422922e-01  5.08450803883410e-01  2.26652697047143e-01
-3.00000701530499e+01 -1.07097836557904e+00  2.49687308328534e-01  1.72446109817723e-01
-2.00019566280170e+01 -1.21211352825183e+00  7.84143096139741e-02  5.46498240407380e-02
-1.97498551981595e+01 -1.21533463669220e+00  7.58811509153251e-02  4.71514129900250e-02
-1.94977537683019e+01 -1.21853697999201e+00  7.34525204948487e-02  2.81935629008760e-02
-1.92513819163957e+01 -1.22164826343578e+00  7.11812312816625e-02  1.03501746972889e-02
-1.89992804865381e+01 -1.22481304535453e+00  6.89628219880982e-02 -4.47081340793475e-03
-1.87471790566805e+01 -1.22795859929277e+00  6.68525218780655e-02 -7.30253570462494e-03
-1.85008072047743e+01 -1.23101393686141e+00  6.48925383190415e-02 -7.35498992132272e-03
-1.82487057749167e+01 -1.23412101425777e+00  6.29758748904065e-02 -7.67983865718159e-03
-1.80023339230105e+01 -1.23713845276869e+00  6.11709197012801e-02 -8.19596005101292e-03
-1.77502324931529e+01 -1.24020644584460e+00  5.93744052907485e-02 -8.85893827514224e-03
-1.74981310632953e+01 -1.24325444071779e+00  5.76093487802526e-02 -9.58911262489471e-03
-1.72517592113891e+01 -1.24621369230929e+00  5.58959237310544e-02 -1.03007483656450e-02
-1.69996577815315e+01 -1.24921621892575e+00  5.41391317142805e-02 -1.09708269251434e-02
-1.67475563516740e+01 -1.25216547184681e+00  5.23792542536925e-02 -1.15742992166208e-02
-1.65011844997677e+01 -1.25496461358336e+00  5.06605962270898e-02 -1.21036204709724e-02
-1.62490830699101e+01 -1.25771149022178e+00  4.89075210764614e-02 -1.25874184195225e-02
-1.60027112180039e+01 -1.26024987363784e+00  4.72038852239271e-02 -1.30075893893792e-02
-1.57506097881463e+01 -1.26266548162393e+00  4.54747508172464e-02 -1.33876843544485e-02
-1.54985083582888e+01 -1.26486447391302e+00  4.37642500655514e-02 -1.37214131465968e-02
-1.52521365063825e+01 -1.26677259068592e+00  4.21148308341606e-02 -1.40066767548501e-02
-1.50000350765250e+01 -1.26844623500741e+00  4.04540769741427e-02 -1.42607513921095e-02
-1.47479336466674e+01 -1.26980510857592e+00  3.88250081541690e-02 -1.44806224824024e-02
-1.45015617947611e+01 -1.27079736602464e+00  3.72677799509645e-02 -1.46663671959954e-02
-1.42494603649036e+01 -1.27143681231026e+00  3.57142641703973e-02 -1.48306329599914e-02
-1.39973589350460e+01 -1.27166333278690e+00  3.42054848149327e-02 -1.49728578029754e-02
-1.37509870831398e+01 -1.27141442660091e+00  3.27776422882578e-02 -1.50933100329214e-02
-1.34988856532822e+01 -1.27043824739398e+00  3.13645436618310e-02 -1.51955159065298e-02
-1.32525138013759e+01 -1.26850488796727e+00  3.00298222358666e-02 -1.52716087583848e-02
-1.30004123715184e+01 -1.26524160816025e+00  2.87107808603756e-02 -1.53218065886498e-02
-1.27483109416608e+01 -1.26039253295150e+00  2.74383724043947e-02 -1.53016489722082e-02
-1.25019390897546e+01 -1.25384513142875e+00  2.62393344678933e-02 -1.50239742989531e-02
-1.22498376598970e+01 -1.24501205682237e+00  2.50572807608572e-02 -1.44274275344338e-02
-1.19977362300394e+01 -1.23377246818640e+00  2.39199874435886e-02 -1.40959181836069e-02
-1.17513643781332e+01 -1.22036626905795e+00  2.28511846700832e-02 -1.43646212765474e-02
-1.14992629482756e+01 -1.20410775712450e+00  2.18005435997684e-02 -1.54877379388319e-02
-1.12471615184181e+01 -1.18521663021246e+00  2.07927903894786e-02 -1.76134121638718e-02
-1.10007896665118e+01 -1.16415055496090e+00  1.98487744525022e-02 -2.04177093293457e-02
-1.07486882366542e+01 -1.13986755574923e+00  1.89239709871752e-02 -2.36850330476337e-02
-1.05023163847480e+01 -1.11345850080903e+00  1.80597895420015e-02 -2.69838952089965e-02
